uid,user_id,agreement
368,316707446,1
369,343678356,1
370,879980400,1
371,607619543,1
372,387783423,1
373,493674741,1
374,937300632,1
375,505804895,1
376,1211999637,1
377,125433802,1
378,885597212,1
379,321381910,1
380,1268448093,1
381,736783273,1
382,501353566,1
383,121397534,1
384,1067205824,1
385,656736729,1
386,1328909669,1
387,1152839567,1
388,479371346,1
389,276132474,1
390,568857242,1
391,704412736,1
392,534016252,1
393,599156705,1
394,444598151,1
395,769462416,1
396,378920866,1
397,454575944,1
398,255951074,1
399,236537424,1
400,390038079,1
401,758305088,1
402,819916792,1
403,583462017,1
404,1021219149,1
405,686538125,1
406,658390167,1
407,665714603,1
408,423089882,1
409,323205296,1
410,344361270,1
411,339991773,1
412,648108742,1
413,732110022,1
414,1092071623,1
415,412880601,1
416,561563877,1
417,718129279,1
418,907997886,1
419,485333674,1
420,383600466,1
421,498579988,1
422,906198168,1
423,508931735,1
424,742665585,1
425,766285841,1
426,1107946214,1
427,206067521,1
428,435271971,1
429,468773712,1
430,1066562791,1
431,637983088,1
432,722152832,1
433,438860542,1
434,562419804,1
435,1063463968,1
436,889912987,1
437,1000788501,1
438,638816047,1
439,1028432689,1
440,429471018,1
441,338246265,1
442,483339765,1
443,1019182104,1
444,1141095121,1
445,383358032,1
446,1222515920,1
447,332450481,1
448,346597858,1
449,946820747,1
450,550893575,1
451,394915935,1
452,406137098,1
453,707761721,1
454,851455255,1
455,179498090,1
456,908052767,1
457,1040206167,1
458,762939993,1
459,426898871,1
460,649128596,1
461,93745441,1
462,441743807,1
463,32728984,1
464,790996656,1
465,890422973,1
466,472791453,1
467,1157636904,1
468,647425776,1
469,288400470,1
470,713522750,1
471,425217011,1
472,938740378,1
473,430748687,1
474,1390025642,1
475,450911326,1
476,642565564,1
477,1227819748,1
478,406167498,1
479,1337471392,1
480,414344569,1
481,457540688,1
482,227789148,1
483,447443625,1
484,254363520,1
485,949878097,1
486,495150488,1
487,301321071,1
488,995361177,1
489,739040435,1
490,320078023,1
491,981231425,1
492,112396920,1
493,934224081,1
494,755106868,1
495,1327200848,1
496,636600635,1
497,560973783,1
498,577263009,1
499,250775462,1
500,97416946,1
501,503997023,1
502,378106268,1
503,978258304,1
504,613198363,1
505,1270360657,1
506,988753818,1
507,1159880535,1
508,511061567,1
509,1297175839,1
510,766855841,1
511,886754175,1
512,833952457,1
513,462664174,1
514,739431128,1
515,684491484,1
516,932644160,1
517,296656848,1
518,393977755,1
519,274467269,1
520,1024009007,1
521,571429470,1
522,431757638,1
523,775032632,1
524,511025038,1
525,984150361,1
526,677717483,1
527,392065257,1
528,621008113,1
529,1217353691,1
530,1004350266,1
531,946296783,1
532,1176120740,1
533,162221816,1
534,1339963995,1
535,535526184,1
536,1251057090,1
537,499839813,1
538,933304948,1
539,1313668012,1
540,481906197,1
541,833004875,1
542,279683296,1
543,1034668888,1
544,1064387242,1
545,347053725,1
546,1188093088,1
547,1203796004,1
548,509805953,1
549,721853511,1
550,1255170628,1
551,1058026556,1
552,1098212069,1
553,804588325,1
554,1386051009,1
555,714490728,1
556,668248137,1
557,526558913,1
558,529977440,1
559,621530532,1
560,994874612,1
561,1335313399,1
562,723975409,1
563,1115603786,1
564,388378581,1
565,1061613305,1
566,1271097731,1
567,1394422113,1
568,399101039,1
569,300991298,1
570,1357331206,1
571,395376123,1
572,1397856122,1
573,503663341,1
574,449454392,1
575,319484396,1
576,544987721,1
577,1372765567,1
578,860473760,1
579,183626310,1
580,336776408,1
581,775735533,1
582,958458634,1
583,92113167,1
584,259077937,1
585,1354915775,1
586,394472412,1
587,961996610,1
588,434950288,1
589,502093808,1
590,400887016,1
591,1157332634,1
592,182148761,1
593,1178096163,1
594,733779848,1
595,317425601,1
596,958260745,1
597,465741226,1
598,1068983896,1
599,1187380160,1
600,1242237360,1
601,1376463207,1
602,194032877,1
603,1261567963,1
604,1087003676,1
605,461952420,1
606,279661378,1
607,797904533,1
608,517588446,1
609,388793697,1
610,1349324965,1
611,425154711,1
612,863912600,1
613,408739580,1
614,843288116,1
615,1389225494,1
616,859452198,1
617,501519434,1
618,383963026,1
619,461971953,1
620,1272489635,1
621,323524298,1
622,537288483,1
623,818350250,1
624,1100412929,1
625,815863435,1
626,1396305332,1
627,917891871,1
628,617345327,1
629,249346392,1
630,130671100,1
631,739250498,1
632,1218505034,1
633,746183897,1
634,229617177,1
635,454943536,1
636,549364406,1
637,797934774,1
638,189712637,1
639,308741482,1
640,531834167,1
641,987658627,1
642,1418619002,1
643,300437246,1
644,390732319,1
645,683354033,1
646,1239657356,1
647,537562892,1
648,455771253,1
649,1136751833,1
650,972379655,1
651,495188251,1
652,543239512,1
653,373592609,1
654,419383595,1
655,1047105762,1
656,328835365,1
657,424681276,1
658,394767478,1
659,510002363,1
660,1037818031,1
661,102370478,1
662,368130167,1
663,378151314,1
664,1166154437,1
665,416696394,1
666,1415391688,1
667,1412053227,1
668,71014070,1
669,589333375,1
670,327298165,1
671,1498872249,1
672,442267822,1
673,422787954,1
674,1304026118,1
675,804377068,1
676,440850304,1
677,509464258,1
678,133306815,1
679,1230742586,1
680,1005872798,1
681,452122595,1
682,448782604,1
683,1014622058,1
684,173616914,1
685,623930521,1
686,467042140,1
687,192173848,1
688,1445613276,1
689,362370680,1
690,1003700097,1
691,848531293,1
692,857966793,1
693,1258682941,1
694,1061949014,1
695,1027990382,1
696,408599493,1
697,1105457128,1
698,1405127648,1
699,55338987,1
700,966146846,1
701,362141101,1
702,475472791,1
703,541998811,1
704,1418241148,1
705,937528206,1
706,1401926851,1
707,939374372,1
708,1492001487,1
709,1241245761,1
710,334613315,1
711,950522509,1
712,311761389,1
713,455368675,1
714,947780651,1
715,454226995,1
716,692141863,1
717,189560058,1
718,1048384864,1
719,471641543,1
720,679159804,1
721,1498872250,1
722,1012823341,1
723,756718783,1
724,1498872251,1,
725,634589982,1
